soil_moisture,temperature,humidity,rainfall,irrigation_level
74.81,46.78,99.97,65.54,1
81.18,31.33,80.01,49.33,1
65.65,14.0,97.75,79.56,0
12.81,33.55,72.38,48.21,2
33.83,41.14,46.56,88.13,2
92.81,13.73,45.08,73.59,0
22.46,16.91,53.97,31.47,2
37.22,10.49,47.52,39.53,2
43.21,33.75,84.55,66.77,1
43.94,45.47,51.85,89.45,2
61.29,36.83,36.61,17.87,2
94.31,49.28,79.74,51.47,1
24.07,12.52,86.9,11.88,2
12.15,46.12,47.84,27.95,3
19.75,42.56,70.1,68.6,2
88.69,22.57,15.29,7.77,1
64.58,48.94,57.65,66.24,1
28.59,21.52,14.05,90.08,2
81.59,45.57,12.63,96.94,1
86.14,45.23,65.16,21.66,1
84.65,40.31,37.3,74.89,1
91.89,32.54,76.83,92.64,0
25.22,14.8,90.65,9.14,2
75.5,31.28,22.55,41.4,1
46.05,24.27,75.21,91.94,1
84.2,41.69,56.31,20.28,1
72.85,40.33,20.09,93.38,1
77.64,46.42,68.64,52.72,1
65.62,10.59,64.85,9.99,1
17.74,42.36,56.41,44.99,2
54.5,47.54,93.38,32.63,1
98.47,41.57,56.9,28.22,1
93.74,15.21,99.15,54.15,0
4.32,13.25,55.83,48.36,2
16.48,10.83,20.43,48.2,2
13.17,35.15,52.34,8.81,3
72.6,35.19,26.41,80.23,1
81.78,49.48,63.74,48.14,1
21.35,25.92,72.38,82.09,2
50.59,23.28,52.16,82.46,1
84.07,34.98,18.79,31.71,1
73.28,43.02,52.18,0.43,2
54.22,47.47,17.33,91.12,2
59.03,42.12,71.39,76.07,1
50.84,27.07,81.13,10.73,1
29.75,35.4,96.61,70.17,1
56.5,44.25,23.39,2.0,2
68.89,29.62,57.92,2.78,1
87.33,18.67,61.08,52.58,0
63.63,16.79,93.02,9.6,1
76.11,10.01,66.45,96.43,0
16.01,38.73,23.1,89.38,2
46.16,14.44,49.27,64.98,1
0.93,19.75,68.93,6.37,2
24.67,21.92,73.03,32.48,2
72.65,32.42,87.68,37.17,1
99.18,25.92,26.25,48.09,1
9.92,36.99,95.64,16.89,2
40.15,12.23,15.32,57.75,2
80.01,14.96,98.54,43.58,0
20.4,29.97,87.2,94.73,1
55.51,23.48,69.42,93.62,1
73.31,21.83,76.15,56.55,1
61.6,12.68,16.54,64.43,1
18.8,45.83,13.73,13.78,3
35.54,37.67,19.16,22.33,2
78.38,14.86,17.86,90.07,1
55.42,12.6,59.26,69.92,1
0.52,48.99,29.39,18.94,3
76.1,37.25,87.42,57.02,1
3.53,26.7,50.12,93.48,2
74.57,38.07,72.6,34.52,1
20.25,40.25,68.76,18.58,2
95.81,41.2,38.79,94.2,1
36.79,29.12,31.89,46.13,2
32.69,27.2,40.82,41.72,2
14.89,10.44,81.7,26.76,2
30.56,47.06,62.76,89.16,2
87.67,34.13,32.82,84.56,1
99.63,18.13,83.61,40.3,0
36.83,46.78,14.93,3.06,3
44.86,46.6,72.93,44.67,2
72.21,49.57,49.52,18.09,2
88.62,44.96,75.82,14.27,1
59.3,49.91,93.47,39.31,1
39.15,19.79,77.5,9.91,2
41.26,43.69,49.78,95.75,2
69.56,42.92,23.59,4.75,2
0.32,19.24,82.57,40.14,2
61.96,13.94,51.46,16.27,1
35.55,49.18,16.78,68.88,2
79.42,21.84,74.71,7.88,1
9.3,44.84,36.27,54.68,3
58.82,10.17,14.4,77.31,1
48.1,10.84,91.25,95.01,1
64.23,28.63,53.48,69.85,1
6.49,19.55,35.29,9.95,3
58.0,37.59,74.47,8.85,1
56.15,32.62,89.73,73.16,1
56.07,13.1,10.03,21.53,2
60.35,16.51,71.91,44.72,1
67.65,25.52,79.03,97.66,0
80.5,17.42,28.89,81.99,1
26.98,41.69,54.07,84.66,2
82.5,26.64,18.04,86.08,1
49.83,13.74,77.21,61.95,1
7.71,29.37,86.27,74.39,2
5.86,13.63,19.74,35.9,3
33.42,15.16,83.48,99.84,1
78.49,19.58,79.44,27.96,1
70.77,44.38,41.22,59.0,1
78.86,46.98,72.13,28.21,1
51.73,43.05,10.0,11.21,2
44.02,23.36,93.86,56.76,1
14.75,20.9,59.53,35.33,2
32.82,31.97,65.83,58.32,2
43.4,38.87,69.82,55.87,2
8.86,49.73,60.52,54.23,2
22.06,15.26,87.11,12.33,2
59.82,11.97,64.87,44.02,1
73.57,37.77,91.7,81.2,0
99.83,43.29,62.41,31.51,1
93.31,43.85,25.4,44.38,1
64.26,37.14,92.22,49.38,1
42.12,48.16,71.35,86.27,1
63.62,30.44,72.93,65.56,1
78.57,46.55,98.69,10.02,1
11.83,48.71,16.77,86.52,3
40.99,43.89,48.57,83.21,2
83.98,22.39,31.52,75.36,1
38.38,17.85,66.74,46.61,1
57.19,31.92,82.61,75.75,1
58.78,28.12,96.97,47.87,1
18.45,45.11,50.91,73.66,2
36.22,14.0,80.76,88.01,1
33.45,20.31,92.53,89.05,1
2.62,40.07,71.5,45.46,2
2.42,13.8,31.85,85.93,2
83.17,22.83,64.71,10.15,1
27.31,25.49,97.3,10.18,2
51.81,34.9,98.88,54.83,1
29.87,16.33,67.81,65.18,1
94.07,44.42,89.83,15.3,1
25.93,27.9,28.03,47.22,2
42.97,46.68,32.15,9.44,2
87.27,28.71,95.76,60.21,0
84.19,21.0,22.17,85.51,1
18.61,15.67,27.2,73.76,2
80.26,10.15,47.85,37.83,1
45.82,31.29,63.06,99.38,1
48.3,14.29,64.34,66.29,1
13.35,25.67,36.28,81.52,2
8.06,33.57,92.86,66.97,2
72.79,21.03,92.36,98.94,0
49.65,17.01,45.29,82.14,1
43.69,40.99,49.09,51.94,2
72.95,47.87,73.22,36.69,1
76.55,14.02,69.67,68.22,0
15.89,16.22,44.41,59.02,2
61.02,48.4,47.28,62.94,1
13.54,11.51,41.32,34.3,2
75.14,49.11,31.18,42.87,1
65.7,10.19,51.23,55.81,1
95.66,44.95,71.78,83.93,0
6.9,22.29,76.78,76.29,2
5.71,47.54,80.1,11.87,3
28.22,22.68,43.73,24.56,2
26.17,36.17,78.82,2.67,2
24.7,13.2,10.59,0.8,3
90.63,19.69,52.93,22.44,1
24.95,40.95,81.45,79.93,2
27.19,31.15,66.7,90.47,1
75.94,47.12,52.67,39.18,1
44.97,27.15,68.02,56.32,1
77.67,44.79,91.63,70.61,1
6.54,27.96,60.97,95.29,2
48.76,49.17,81.98,91.29,1
3.36,48.39,98.27,5.72,3
6.27,23.17,73.5,24.82,2
90.64,45.44,61.6,4.91,1
13.92,43.9,13.37,61.65,3
53.24,18.43,43.7,71.05,1
41.11,34.97,60.89,30.83,2
34.73,12.91,81.75,85.39,1
89.98,43.47,49.43,45.28,1
2.18,16.98,96.41,99.84,1
66.38,12.83,34.46,0.04,1
96.34,26.01,77.01,10.95,1
56.02,33.08,47.71,30.18,2
93.68,44.2,53.74,2.55,1
5.23,48.97,82.23,78.23,2
41.88,27.58,36.66,5.28,2
26.02,12.42,18.71,74.9,2
73.08,39.96,56.82,5.26,1
98.13,32.61,57.59,25.27,1
25.65,27.92,81.75,84.13,1
65.42,22.37,97.15,95.11,0
19.81,30.1,14.98,41.45,3
56.53,23.55,63.25,96.99,1
46.39,40.28,71.32,62.69,1
97.2,31.76,98.72,41.58,0
60.85,45.07,94.83,80.28,1
34.95,31.74,74.12,29.53,2
11.41,19.53,56.96,26.58,2
15.12,44.04,24.54,65.65,3
22.53,32.29,44.58,39.05,2
25.1,18.27,62.66,13.59,2
85.06,34.94,75.27,6.7,1
56.12,24.31,67.19,78.78,1
52.34,43.78,74.27,67.59,1
11.48,28.13,48.62,41.18,2
86.01,39.06,75.49,89.62,0
72.28,13.82,22.94,41.09,1
6.77,25.84,24.63,71.03,2
70.78,49.33,24.65,90.91,1
54.35,42.34,90.18,84.07,1
8.17,16.4,16.84,51.11,2
45.83,21.11,82.14,68.06,1
48.47,23.19,31.02,41.37,2
16.58,36.01,52.16,64.72,2
94.57,40.28,92.44,25.76,0
85.0,39.98,62.73,43.47,1
66.9,30.39,28.91,20.95,2
46.23,42.43,35.57,3.82,2
41.18,27.48,92.84,58.85,1
65.1,14.96,48.44,86.44,1
54.54,32.58,62.83,2.56,2
6.23,48.09,51.39,19.6,3
51.25,41.72,44.06,46.02,2
80.64,33.15,30.1,66.59,1
45.92,35.87,71.76,17.12,2
5.2,47.22,74.64,5.67,3
78.63,27.13,34.74,51.9,1
20.14,23.26,81.01,81.87,1
25.86,49.09,86.91,3.52,2
16.47,44.54,92.86,34.94,2
33.02,22.92,24.51,66.35,2
75.68,28.55,37.35,13.07,1
51.94,26.6,87.43,23.59,1
20.49,15.96,27.87,53.55,2
87.78,48.31,10.31,95.32,1
87.96,26.17,88.37,28.73,0
87.06,45.01,39.38,48.75,1
23.88,17.57,47.3,39.99,2
45.12,31.91,50.17,89.74,1
98.5,10.96,86.34,7.19,0
77.2,40.57,40.41,56.61,1
2.72,33.24,90.31,84.61,2
6.52,35.02,65.52,98.81,2
46.39,12.07,57.46,69.87,1
90.92,18.44,39.31,37.99,1
53.87,12.97,31.93,41.18,1
49.78,21.56,66.17,35.17,1
10.55,35.1,50.22,60.36,2
65.68,32.65,91.95,73.94,1
82.21,34.49,54.25,81.95,1
38.04,31.97,56.06,41.66,2
77.56,20.92,47.51,71.67,1
96.45,19.78,81.03,91.62,0
20.38,15.48,48.24,92.08,2
52.33,43.96,34.24,70.4,2
28.71,34.66,87.58,63.69,2
79.29,17.46,63.71,53.15,1
57.76,17.09,63.24,18.32,1
63.46,44.92,64.97,12.36,2
79.79,39.71,74.7,48.57,1
39.6,36.38,38.18,15.94,2
91.51,26.27,13.05,57.7,1
53.3,20.48,82.95,64.57,1
15.8,49.18,21.6,52.56,3
69.59,41.89,74.96,3.64,1
79.33,22.07,17.41,5.77,1
31.68,43.9,43.78,11.33,2
85.72,40.36,15.67,15.36,2
90.61,21.88,57.0,98.99,0
27.69,27.06,68.78,34.45,2
98.35,17.44,25.43,29.2,1
14.07,14.44,43.45,5.23,2
20.2,38.91,93.72,63.53,2
18.42,20.7,49.82,65.22,2
89.4,42.8,82.23,17.54,1
65.43,49.82,93.45,91.92,1
15.21,13.06,97.69,80.05,1
44.03,28.92,90.85,23.03,1
61.53,42.08,38.57,48.58,2
8.35,41.56,96.63,45.84,2
88.24,40.4,83.12,34.85,1
80.36,23.96,85.35,81.76,0
50.52,28.15,11.37,10.93,2
96.71,33.8,95.88,41.53,0
41.78,48.96,80.03,42.8,2
98.41,23.1,79.12,46.87,0
66.79,46.93,17.34,86.13,1
63.47,20.77,30.93,21.82,2
16.6,49.56,96.6,10.29,2
88.19,36.81,55.06,61.78,1
42.75,28.54,45.81,17.38,2
16.22,34.54,85.59,7.49,2
1.26,20.9,17.86,42.66,3
55.98,20.97,47.52,21.96,2
52.74,14.54,43.81,36.12,1
71.94,14.56,41.49,25.97,1
89.03,23.91,37.69,9.26,1
7.94,40.51,28.91,56.03,3
73.15,34.32,25.56,2.7,2
18.74,14.1,67.64,96.64,1
85.82,44.09,92.75,34.13,1
81.91,34.05,55.8,69.52,1
54.08,48.43,36.82,81.04,2
71.02,36.81,24.32,27.91,2
31.44,17.01,84.71,74.87,1
47.12,28.95,97.43,83.24,1
82.16,35.94,41.42,24.13,1
45.93,11.13,36.19,99.25,1
35.78,10.6,64.13,2.07,2
49.42,15.18,79.78,21.7,1
82.82,20.07,50.99,78.0,0
33.52,27.18,66.71,19.41,2
17.38,29.5,74.49,69.83,2
71.2,15.52,96.45,85.55,0
82.6,36.94,24.85,95.92,1
10.06,33.85,99.76,47.42,2
23.99,21.78,45.29,97.11,2
14.2,10.55,75.09,41.16,2
34.79,13.11,61.52,21.81,2
45.04,25.67,53.8,51.39,1
74.88,16.16,72.83,64.98,0
65.11,25.07,45.62,45.8,1
62.09,35.13,21.35,56.7,2
35.24,31.89,54.0,41.64,2
84.14,19.25,56.97,52.48,1
47.13,23.75,28.17,95.26,1
97.91,34.56,94.21,49.98,0
63.41,44.43,30.47,25.32,2
12.63,40.13,46.83,75.87,2
67.62,32.14,23.94,33.76,2
32.51,24.49,58.22,81.62,1
68.63,24.6,37.69,5.68,2
6.96,45.18,54.03,33.22,3
17.49,11.57,30.22,9.44,2
85.57,49.52,14.84,8.53,2
22.72,36.58,80.13,65.84,2
83.7,37.25,67.7,38.53,1
27.93,11.52,40.67,87.15,2
64.29,34.22,14.27,51.64,2
69.42,29.39,87.9,29.53,1
51.27,14.23,25.28,72.09,1
30.53,21.12,93.77,62.4,1
21.26,45.61,53.07,79.96,2
3.32,32.0,40.63,64.36,2
30.39,26.54,76.76,16.7,2
65.32,12.91,88.92,67.03,0
93.83,38.56,43.36,39.15,1
87.12,38.11,46.66,46.31,1
76.61,34.56,48.98,92.16,1
78.84,30.41,93.01,36.0,1
66.5,27.35,72.33,61.2,1
26.03,33.73,32.29,36.35,2
90.72,19.34,26.65,9.47,1
67.07,47.65,30.73,45.35,2
56.04,33.55,33.72,59.71,2
11.1,22.45,30.72,40.75,2
44.71,27.99,69.27,39.07,1
46.04,42.23,20.43,82.04,2
86.46,16.46,44.86,2.97,1
54.66,21.71,66.25,29.56,1
38.04,37.18,36.18,81.18,2
97.68,22.62,15.87,92.05,0
11.07,41.7,17.36,41.23,3
42.25,15.22,21.34,88.88,1
4.2,40.51,85.23,19.89,2
73.99,12.73,69.21,22.14,1
91.81,10.5,15.81,84.62,1
28.0,45.93,45.2,90.33,2
85.83,33.25,35.07,22.28,1
29.22,24.07,62.02,5.93,2
91.08,19.3,57.05,9.03,1
75.4,34.68,53.3,26.14,1
80.49,30.36,38.31,76.14,1
1.8,49.66,22.4,51.0,3
96.28,49.33,76.81,45.56,1
72.67,35.4,89.19,58.41,1
30.48,27.71,94.97,89.02,1
82.94,29.65,15.28,9.04,1
28.15,37.3,76.59,69.47,2
87.28,14.06,75.39,92.68,0
11.26,23.13,95.24,21.34,2
70.37,13.01,32.76,83.78,1
54.07,12.93,76.8,69.8,1
9.65,17.83,14.92,1.45,3
24.19,29.41,66.81,23.16,2
1.24,41.39,41.58,60.58,3
46.88,29.42,79.2,50.24,1
30.13,23.42,87.7,52.79,1
59.84,13.29,42.83,23.19,1
29.72,32.01,57.3,67.5,2
29.99,20.85,20.57,26.64,2
74.32,34.6,47.52,38.94,1
4.81,49.09,42.47,36.89,3
90.29,14.45,26.48,67.2,1
85.23,18.49,90.5,9.03,1
66.78,28.92,23.33,20.55,2
59.32,48.74,67.22,20.05,2
89.23,40.87,90.11,10.84,1
18.53,45.93,92.08,20.76,2
7.9,23.35,81.39,60.71,2
23.95,49.68,25.85,73.22,2
79.46,14.11,83.57,66.03,0
3.47,12.12,34.89,47.52,2
58.28,44.22,93.02,5.24,1
99.54,47.09,73.82,95.9,0
85.57,13.62,80.67,16.81,1
52.14,14.54,17.65,66.84,1
6.36,11.33,62.45,91.29,2
83.14,14.18,83.9,69.78,0
59.9,18.38,87.54,21.8,1
11.49,48.8,12.58,31.58,3
9.39,36.71,94.52,3.02,2
90.96,41.14,13.9,61.28,1
66.92,41.05,65.31,61.3,1
82.93,31.4,72.4,72.55,0
87.9,41.9,19.66,1.1,2
57.18,33.83,14.32,81.78,2
51.74,22.58,80.64,73.87,1
43.04,32.44,44.62,14.09,2
31.69,31.34,19.64,34.76,2
43.46,42.94,78.64,63.85,1
77.39,49.27,86.42,49.58,1
60.19,26.44,62.86,11.51,1
89.25,40.54,24.51,8.73,1
44.34,13.99,11.37,78.15,2
60.71,41.07,73.07,15.6,1
63.13,24.86,59.51,17.21,1
59.17,11.58,68.57,83.09,1
70.26,24.53,83.19,61.21,1
23.74,34.43,49.08,60.47,2
51.24,14.77,21.21,47.93,2
10.42,46.96,94.6,56.9,2
38.45,13.11,59.07,60.18,1
48.77,47.2,65.38,96.78,1
65.22,38.29,94.01,22.3,1
95.05,23.19,93.84,21.46,0
60.07,25.63,61.49,5.72,1
74.36,39.63,36.79,65.82,1
50.63,34.06,99.74,54.9,1
63.41,36.87,71.27,11.12,1
7.09,25.57,46.76,36.45,2
25.44,29.51,60.39,17.87,2
36.19,49.59,47.43,33.15,2
47.25,18.56,89.95,95.13,1
4.56,26.71,53.42,68.33,2
14.0,21.67,84.12,0.76,2
27.68,40.6,85.62,25.25,2
97.15,40.56,84.19,1.04,1
33.13,21.7,75.0,71.49,1
48.2,13.26,86.94,46.94,1
19.61,10.46,44.85,99.4,2
61.08,27.1,20.32,73.36,1
28.07,26.41,85.82,51.79,2
20.7,49.54,54.84,80.47,2
51.66,28.79,21.46,70.48,2
0.55,20.26,20.38,24.38,3
0.77,45.65,24.33,53.03,3
21.91,29.64,77.59,55.6,2
3.67,33.97,73.98,45.12,2
10.8,13.83,28.34,17.92,3
33.89,25.32,86.22,22.34,2
80.26,47.77,35.32,28.1,1
57.2,33.58,81.37,1.03,1
51.27,23.78,53.99,91.69,1
29.35,35.03,75.84,68.61,2
93.18,46.42,44.32,68.96,1
39.7,20.96,41.24,57.23,2
8.71,30.2,85.72,68.93,2
61.71,48.35,13.18,98.19,2
11.38,16.9,97.73,38.52,2
34.52,38.79,68.34,71.25,2
50.74,34.58,48.92,35.95,2
87.42,37.19,66.52,85.43,0
49.35,24.05,21.05,85.8,1
70.23,22.56,56.26,90.23,1
99.28,37.37,98.66,0.55,0
13.15,18.62,31.17,29.82,2
27.47,26.79,75.01,13.39,2
39.46,17.53,49.15,45.4,2
42.18,10.33,68.72,49.54,1
41.1,48.8,28.44,25.59,2
90.76,27.27,52.34,72.34,0
71.4,48.77,98.21,26.98,1
60.79,15.61,27.58,85.39,1
30.94,33.49,67.28,17.77,2
82.38,18.04,61.8,36.72,1
95.51,41.6,60.85,62.22,1
82.12,41.35,65.36,60.53,1
0.16,14.5,55.2,7.8,3
63.64,46.48,11.52,84.63,2
5.11,17.79,91.01,59.81,2
25.76,34.52,84.43,86.99,1
5.95,49.43,25.68,86.76,3
60.38,45.3,47.19,54.59,1
68.66,48.26,79.35,91.08,1
11.45,23.7,98.21,84.84,1
38.38,14.22,95.6,95.81,1
45.62,17.53,90.94,85.05,1
36.91,30.02,24.25,82.12,2
12.1,41.73,92.3,46.94,2
41.89,16.01,89.06,21.2,1
75.12,36.39,43.93,91.07,1
7.1,22.94,45.51,72.25,2
8.02,23.65,51.39,28.17,2
35.48,36.48,69.06,34.1,2
94.17,28.68,33.48,68.61,1
66.86,42.48,12.07,47.78,2
67.87,16.24,22.71,8.15,2
36.19,41.6,49.61,14.14,2
59.37,12.57,35.38,74.56,1
1.01,17.76,78.81,32.86,2
63.61,36.25,19.6,50.76,2
91.33,44.2,92.57,76.66,0
61.26,20.11,90.58,75.12,1
87.37,23.09,91.79,16.7,0
72.4,31.48,76.56,9.84,1
12.06,18.46,19.63,59.12,2
90.25,42.45,49.43,74.16,1
6.64,40.95,21.83,14.9,3
53.4,15.81,98.89,37.2,1
14.21,28.55,39.97,87.03,2
1.17,40.99,62.68,94.42,2
42.2,23.49,80.15,45.41,1
29.5,35.32,92.86,7.95,2
48.6,12.01,78.0,25.77,1
57.72,34.35,70.71,23.3,1
4.37,16.11,51.94,23.9,2
12.3,43.22,64.49,49.39,2
55.86,24.22,18.47,58.32,2
34.32,21.26,89.55,12.25,2
72.92,43.64,58.94,88.94,1
65.23,12.01,13.61,62.0,1
84.56,25.86,92.79,59.73,0
69.25,24.8,54.04,98.73,1
42.99,21.39,88.17,62.81,1
67.3,46.47,87.12,92.9,1
27.54,40.04,83.42,28.63,2
30.63,12.56,15.53,24.01,2
78.9,38.59,32.24,51.65,1
44.64,31.09,88.8,50.86,1
79.84,46.03,90.91,22.65,1
82.24,22.52,51.23,69.97,1
85.76,32.97,49.6,2.96,1
91.66,30.03,25.76,69.06,1
43.1,29.58,97.16,45.72,1
31.89,28.24,29.18,68.9,2
58.22,18.23,27.18,47.71,1
37.12,40.23,69.47,97.73,1
60.11,28.05,31.86,33.47,2
70.56,48.34,94.49,98.26,1
68.84,20.43,10.98,6.5,2
37.46,37.31,10.52,68.38,2
16.69,47.63,55.44,45.42,2
43.05,36.54,53.93,82.21,1
14.26,44.85,24.7,78.96,2
89.01,43.1,54.51,80.02,1
34.59,24.4,47.05,9.47,2
15.45,34.0,90.13,82.24,2
2.54,16.25,10.83,21.4,3
64.58,31.42,97.86,2.57,1
63.69,19.22,66.2,21.77,1
34.06,39.75,23.67,47.93,2
7.17,31.12,14.21,74.21,3
40.96,26.45,58.43,21.86,2
31.12,20.75,31.14,11.3,2
67.71,49.95,37.1,64.6,1
60.58,12.87,32.06,98.39,1
36.46,11.74,68.52,60.09,1
21.79,18.69,59.82,69.11,2
98.8,48.84,17.02,56.12,1
45.4,49.17,57.39,78.23,2
68.83,36.2,81.21,97.58,1
14.06,45.2,17.31,54.41,3
48.56,18.56,90.08,41.68,1
2.75,48.88,62.05,86.03,2
50.55,15.71,95.56,96.97,1
96.4,14.05,23.33,12.92,1
38.42,14.49,99.42,57.82,1
3.9,32.93,67.98,79.25,2
3.1,41.24,61.07,53.33,2
38.8,24.67,56.38,40.92,2
16.0,49.12,12.13,65.52,3
2.34,27.38,94.57,27.01,2
75.62,16.02,67.96,34.91,1
45.85,28.64,18.25,99.23,2
28.92,37.16,11.89,63.65,2
90.01,43.29,14.57,87.29,1
11.61,28.35,64.85,80.78,2
95.59,33.74,65.26,65.23,0
31.4,20.69,54.97,84.07,1
88.84,35.84,37.61,28.72,1
60.29,49.44,57.86,63.71,1
82.67,11.96,56.47,59.06,0
98.4,45.46,11.75,62.24,1
28.84,32.49,35.42,16.86,2
96.11,20.08,14.79,27.72,1
38.95,48.2,91.01,28.67,2
38.55,29.33,75.27,60.19,1
34.04,23.27,99.65,97.25,1
54.14,17.26,37.2,95.41,1
15.41,19.78,89.06,22.72,2
55.37,43.31,64.27,30.48,2
54.17,34.58,50.78,3.61,2
76.19,46.53,30.03,39.88,1
83.36,19.28,76.46,83.47,0
44.04,14.85,91.37,91.58,1
30.23,10.24,31.18,23.65,2
25.93,30.31,25.79,26.58,2
19.46,49.93,72.66,22.08,2
5.76,37.8,97.93,35.01,2
34.24,22.34,77.5,80.48,1
27.02,45.07,35.61,64.69,2
96.64,41.27,47.8,78.59,1
55.77,10.62,44.59,58.3,1
34.73,42.67,86.69,25.77,2
58.05,22.02,79.42,22.8,1
13.92,15.99,63.01,0.9,2
44.4,19.05,34.75,78.1,1
62.62,28.74,94.42,84.71,1
48.89,26.99,68.8,76.83,1
40.18,21.56,97.34,7.44,1
99.38,16.89,62.21,76.22,0
88.03,40.49,83.91,4.58,1
62.34,49.6,83.18,10.56,1
56.94,41.11,40.36,44.05,2
62.07,21.84,96.76,47.61,1
20.13,19.79,11.97,81.61,2
39.51,18.71,79.18,67.95,1
3.95,15.47,96.9,15.33,2
47.55,32.05,40.5,22.61,2
54.3,34.22,68.33,28.57,1
22.77,38.22,60.6,12.37,2
96.4,37.21,78.54,28.76,1
90.95,21.69,87.96,72.86,0
72.21,23.21,64.27,24.14,1
53.34,37.26,83.43,83.54,1
87.0,23.98,38.11,46.95,1
13.07,18.5,30.57,32.29,2
79.05,24.97,48.76,41.24,1
12.48,20.88,71.0,70.95,2
79.42,13.53,26.85,51.68,1
27.58,43.21,71.23,0.73,2
87.71,44.12,45.47,92.23,1
94.4,18.79,81.6,6.6,0
14.88,12.59,13.32,93.86,2
46.27,39.55,70.12,2.82,2
98.1,18.46,68.48,77.1,0
48.34,25.74,94.68,53.47,1
86.35,12.57,74.2,50.57,0
58.87,19.05,81.67,7.28,1
37.53,41.72,91.41,23.87,2
28.58,42.18,70.75,77.75,2
20.32,18.28,36.11,89.13,2
76.18,23.44,88.28,52.91,0
38.65,15.37,77.28,35.33,1
51.13,12.97,48.2,5.99,2
49.23,49.69,73.95,68.22,1
57.73,36.22,88.09,27.84,1
86.56,31.68,97.81,5.5,1
98.07,40.62,95.71,66.59,0
40.76,43.6,39.28,48.57,2
82.75,42.27,47.95,1.2,1
76.45,10.66,19.86,11.09,1
57.35,17.47,32.28,69.92,1
95.6,36.2,89.42,6.37,1
20.05,25.03,42.48,86.6,2
10.93,49.3,65.85,31.13,3
85.4,36.62,69.94,8.87,1
43.91,48.26,80.36,75.98,1
84.7,18.06,26.45,52.44,1
89.31,44.56,37.43,30.66,1
6.25,22.85,50.35,40.61,2
88.35,49.58,42.84,2.14,1
44.83,16.31,98.46,66.27,1
51.04,30.65,85.14,36.58,1
62.66,41.71,53.17,71.4,1
92.64,27.31,89.13,62.82,0
1.91,28.72,41.29,65.13,2
47.68,49.45,80.72,79.29,1
68.77,27.01,30.13,63.12,1
72.27,34.16,79.51,41.87,1
69.25,12.18,51.08,38.99,1
13.44,43.69,19.67,11.96,3
29.94,35.93,34.59,77.94,2
35.87,26.16,46.2,76.11,2
80.44,10.65,77.44,24.63,1
27.88,33.67,16.57,86.27,2
21.07,10.51,69.36,58.9,2
95.74,10.05,74.44,47.87,0
0.89,34.64,68.85,1.75,3
99.78,17.56,78.46,38.27,0
67.68,17.68,26.04,64.07,1
82.85,36.13,62.84,8.97,1
29.46,12.15,94.7,45.96,1
1.43,22.54,64.97,99.34,2
73.79,15.98,65.02,71.65,1
83.41,33.21,76.28,54.69,1
74.05,36.47,39.99,53.3,1
14.29,38.85,73.04,4.38,2
75.34,20.21,92.46,95.73,0
76.89,13.57,10.98,92.82,1
65.85,13.15,88.31,68.24,0
76.61,27.05,29.68,9.9,1
84.59,47.83,51.03,20.78,1
61.36,18.71,86.71,18.39,1
8.86,20.27,84.15,51.96,2
48.76,14.04,90.27,20.78,1
7.76,34.22,94.64,69.58,2
40.75,37.19,50.24,54.52,2
40.71,35.72,69.07,1.77,2
6.6,44.45,45.14,74.41,2
34.88,29.46,41.56,18.88,2
11.1,15.38,48.84,82.49,2
80.82,21.58,76.88,35.5,1
94.77,36.5,55.13,33.86,1
7.23,34.52,83.27,1.18,2
95.51,31.24,77.07,98.77,0
52.26,37.32,11.84,61.2,2
29.96,35.5,66.72,42.27,2
7.69,45.25,49.29,9.66,3
50.06,33.44,51.1,69.91,1
79.45,41.14,83.65,28.27,1
70.71,19.95,59.28,98.83,1
5.02,37.13,89.71,95.05,2
7.29,46.09,74.15,73.53,2
40.29,25.43,59.76,97.11,1
29.53,41.16,77.91,10.56,2
23.24,38.99,13.45,27.99,3
28.1,12.38,12.44,25.32,2
80.35,33.26,17.5,7.2,2
92.92,15.21,49.38,97.22,0
40.51,48.69,31.19,6.0,2
90.61,42.46,98.58,85.67,0
32.15,14.39,58.81,76.82,1
47.64,14.87,69.62,37.59,1
22.6,33.78,35.09,1.88,3
64.05,23.8,38.96,0.61,2
97.9,11.4,40.19,20.4,1
60.35,31.67,72.89,49.39,1
35.78,25.51,52.63,45.79,2
64.78,14.04,56.59,58.53,1
12.29,42.08,63.28,77.2,2
88.87,46.6,79.19,37.74,1
50.31,40.26,18.13,16.04,2
44.93,42.9,79.92,80.0,1
58.59,18.66,60.69,33.27,1
62.48,20.54,70.22,28.69,1
7.18,18.34,39.48,76.43,2
68.26,40.6,46.84,93.41,1
24.19,47.92,30.8,91.5,2
71.4,38.67,98.14,13.74,1
82.25,45.26,54.73,50.32,1
80.4,35.55,99.65,9.29,1
55.25,25.51,54.08,96.1,1
52.02,27.03,29.78,21.52,2
14.29,13.01,55.67,19.74,2
77.53,11.26,13.56,88.89,1
27.14,37.82,91.43,96.79,1
49.67,27.54,83.67,69.76,1
28.43,32.09,75.32,12.1,2
13.38,32.31,64.88,48.59,2
62.96,21.1,62.19,81.66,1
5.43,29.04,99.71,57.25,2
74.86,28.83,35.02,13.26,1
31.76,25.54,80.17,17.19,2
0.01,42.83,62.33,86.41,2
51.11,28.05,97.83,52.7,1
4.69,34.15,84.5,70.58,2
27.62,45.82,99.87,37.31,2
70.7,44.65,62.95,53.25,1
